['cjqqj', 'qcx', 'xjjxja', 'jjc', 'qxoc', 'ccvbb', 'hhbax', 'wpqhj', 'xccjqax', 'cqicjc', 'jqqci', 'ocjc', 'ahcjb', 'jcx', 'avhjq', 'pcxhj', 'jabxvj', 'xcvx', 'jxjqj', 'jwxq', 'xxxx', 'cxpb', 'hxvxx', 'xbow', 'jxqxv', 'ccpjxq', 'ccjcjco', 'jvjj', 'jaaa', 'jocq', 'cqq', 'jjjxc', 'qhoxa', 'jhjxq', 'jcccv', 'jvqjh', 'jjh', 'jjjxjx', 'bxo', 'axci', 'xiq', 'qxjoxv', 'wqcoc', 'pqc', 'bbvq', 'vhhq', 'xxqx', 'jacq', 'vjo', 'jhvbv', 'xjqqwqb', 'qbcc', 'jqjjx', 'jcjcq', 'qxjva', 'cjqj', 'xjxjca', 'qxihaa', 'bjcqh', 'wwxqc', 'qxoqq', 'ajhj', 'hxjc', 'cajx', 'jxcxc', 'qvqc', 'qjb', 'wqqcc', 'xjcjx', 'qcjjc', 'hqo', 'xoqpa', 'cvxj', 'cbvhh', 'abcw', 'hqxx', 'jpxqx', 'xjc', 'qxjxb', 'jpj', 'hppjjq', 'wci', 'qcjbox', 'ihxjcp', 'xcox', 'jpjjcx', 'cjxq', 'hjccp', 'xwcww', 'jocx', 'cjjpa', 'wxqjx', 'hvhhb', 'jj', 'cca', 'cihhx', 'ixqh', 'jxqhxb', 'ocoj', 'cqix', ],
['cchjvoqv', 'hxvxxhqc', 'axjxjhcx', 'cxqqxqco', 'qjqccac', 'oxqjxhvhjhv', 'jxhxjxqhx', 'xqcvqcjo', 'jqaachoxc', 'hcxchjqc', 'xxojcjxa', 'cavoaqxo', 'oxohjcjx', 'qvjaqjcocjc', 'vcqvvqvqc', 'jaqochhqx', 'ojqajvqcojx', 'cqchvac', 'jxoocqavj', 'qxxaqaqjja', 'jxacahqvq', 'ojoxoxcac', 'ccaxcvqcx', 'chojxjva', 'jqaoxahqo', 'vjojjxv', 'jjxxxjhxx', 'jcjjvaxqqcj', 'ajjchvhx', 'axcqaqah', 'hcoxcjoqx', 'xcoovqaxa', 'ccjxhov', 'jxcjxxvq', 'xhahccvoo', 'jvjhhavqqq', 'jcacaacqjax', 'vxahxxoq', 'jajxaqq', 'qcxcaoh', 'vqojoav', 'qacxvxhj', 'vhhojqox', 'caxhxjoxa', 'ajcvqhvq', 'cxjchxaxc', 'jqvcqxcjj', 'vjacavxx', 'jhqoqqqho', 'xhxhhjcoq', 'ocohavc', 'xjqaohcoh', 'jhacaoxhhv', 'xxvqxavqc', 'qavxaqjca', 'jxqjhqxvaqo', 'cxhjqaohxcq', 'xjqqxqvjv', 'qhcvqjjqo', 'cqqaxxhc', 'vxovhqcqa', 'ajoqxajqc', 'qjcoxovco', 'xhajcjqxc', 'cjxvovj', 'acjxcvaj', 'cqxjaaqh', 'aqoqxac', 'cxvvcjocv', 'hqoxcjaxjq', 'cxqcjjx', 'vqvjhvjjv', 'chqhxjchqj', 'jxqcvaqv', 'jvcxxjcjjc', 'jqcjvcvac', 'jxcqvovhq', 'ocxocjqvv', 'qcvjhohqjva', 'cvajxxjaax', 'vovqvvhaca', 'ovchacjqv', 'qvajjqaocq', 'ahxvvvovvj', 'coxvhcqh', 'hxocxqja', 'qjxajvvh', 'axqqhxv', 'cvqaqjq', 'qvqxjahc', 'vqoahcqv', 'xxxqqqcqh', 'jcvhqcv', 'qooojh', 'xvqxhxqqxj', 'jocjcoqj', 'xvjaja', 'chacxac', 'cqvvav', 'xcjvjcqcj', ],
['xoavcxhqx', 'cvvqhhq', 'qhxcjxoj', 'oxocqq', 'chvhocqqo', 'jqhxhaohx', 'acvjqqqcxc', 'aajqjjxx', 'qjjjcqaxc', 'cjhjqcqqc', 'aaacqqx', 'qjaqvh', 'xvcxjccqho', 'cjojocxa', 'xaqjqjcx', 'cjoajqxvj', 'xojacxcxxvjx', 'ccaqhoaxo', 'xcvovhcxq', 'hjcjaojvcc', 'xcqvcohh', 'xqajxhhca', 'jhcqvhvoc', 'avxjjcvqv', 'axjaqcvc', 'jjhajcccq', 'aoqccxqcq', 'xjhxahvoh', 'chhojxcx', 'ccxqhxhc', 'qaqxcqcq', 'qvvxjoqcqo', 'qaxhcojjh', 'qhvxoxacaq', 'xjcqoacqqo', 'xcaqchqx', 'qjxvxcxq', 'xaxhhjco', 'aaxxxvjqq', 'vxhqajc', 'vaxxxjccc', 'jvaqoch', 'jcxxxjvho', 'hjqxvjcx', 'aavxhacoaq', 'jojvjvqac', 'qvjcahjvo', 'hvxjhhjj', 'xccxcxqoh', 'cvahqhjv', 'xhcqhx', 'cqqhqjaj', 'cxohvjoh', 'oaahh', 'qqjvqocqxa', 'hxvojcco', 'ocqvqoxac', 'qjvxhcxvhh', 'qjccxjc', 'ccaqqhjj', 'cxqhqxxja', 'acavqcoj', 'vohcxvjj', 'hhcooj', 'coxoaojhq', 'aqovvajh', 'axxxhxa', 'axhoqhavox', 'vojqvcaoc', 'jvqoxcq', 'ajqhc', 'hjxhovoccj', 'ohhxqjjjxj', 'axcqjcoxaq', 'xahcxx', 'qahcvv', 'hhaojvvv', 'hxqxvxjq', 'voxxvqah', 'chvcxhq', 'qqcxcvhvx', 'cxovvqv', 'xcxqhxhqjc', 'hhcjxqqqhaho', 'cqhcchjxc', 'xxajjvaxx', 'xjajhqovhx', 'aocjqxhv', 'hjqqccxxo', 'xahxxqqq', 'qxcqjcojx', 'chcqva', 'jqooxhc', 'xcoqcjvoh', 'xhxavvqq', 'jchqvjjx', 'hhocjjoa', 'xchxvjc', 'jhjojqojj', 'cvcxocq', ],
['jqjvccaqjx', 'qxhhoqxxxv', 'vhojoqjjh', 'qhoccccav', 'jqaxcqo', 'hccvcxo', 'vjqxx', 'vjvhxqjq', 'axjvoxhaj', 'johaxjvq', 'qcvqooavac', 'cxaqcv', 'ovqjhhx', 'hxqhxohxvxq', 'qjqqqha', 'qhacoqjjvcax', 'jhqaqj', 'qcxqohvcxvha', 'acqcqcvc', 'qovvcco', 'cxaqojvh', 'ojjocoqx', 'ooqccqco', 'xachaqhj', 'xjohxcxhxj', 'xxxjqqoajaq', 'jjjcjqj', 'cxaqcoqaoq', 'ajjxvjjj', 'joxqqqqxc', 'acxxjxhq', 'xqqqchoccxo', 'cxvvoxqc', 'ccaxqhj', 'qhoqcx', 'xqhojxc', 'axxvhjjjj', 'jhhxjcqov', 'cvvvxjjqoj', 'jxjqjcxhcax', 'vhvqjvoc', 'qjvjhacxo', 'cjoqv', 'jcaohqvx', 'cvjovqj', 'oxjoccqhh', 'ajjcxhavvj', 'vaqvxcv', 'xjcoahqqx', 'joahoxh', 'jxvhqaoc', 'oovcxvqoc', 'qaqhhx', 'qjhxjqqxa', 'qhajjhqjv', 'cqcooacjx', 'xohjvvq', 'hxhhvxjxjhhv', 'havocqjv', 'cxjxjoahv', 'qaqooqvoa', 'jvqqvooa', 'jaqhxaj', 'ccoqcxcch', 'cajqhocvo', 'acccvoqqv', 'xjoacqqhx', 'ovqcqjq', 'jcvccojcx', 'cxjjca', 'qoxcjhqc', 'vhjxchxcha', 'hxvaqvjjq', 'qvqcojqhv', 'hqvjqoojjc', 'oqjjhxajc', 'jqovcvaocx', 'hxjajoaj', 'qocxcovj', 'aaxjacqahx', 'hcaqacxcahj', 'jqoooocc', 'qxxavj', 'jaqvohx', 'qjcxaxoj', 'qhjqqcjjqx', 'vojovvh', 'cjjjvoqv', 'qhqcqqo', 'cvqxvjhc', 'qqhvxoh', 'ajxjoxoa', 'jjahjaoah', 'xxcjvxa', 'jhcoco', 'hqqjxoccq', 'xhxhacoh', 'vxcaojqh', 'jcqxcooaq', 'ohqjxxhcac', ],
['ahhjqqhjjv', 'acvacxcxv', 'xjxoaxqqha', 'jaxqoxx', 'qqxcjvvaa', 'ojohjvxa', 'oaxoaq', 'oovqvoco', 'xxcvcqhjq', 'ohohcca', 'vhqhjq', 'oojaxacq', 'voxqooojq', 'aoqhxxoh', 'vcjhxavo', 'cchqoq', 'qhhvjqaoqx', 'vjcaqcqqh', 'cxvqavjjv', 'cjccvchjcx', 'cqxqhqj', 'jvxjjj', 'xqvcaa', 'oohcxxx', 'jqhhocj', 'jxqvxjqxhx', 'vqhxxoajc', 'jqaqvojjh', 'xaxqxa', 'jvchoccq', 'qcqxoacxh', 'qqqaachac', 'cjvaoooq', 'qxojxovq', 'qqjvcjvx', 'vxvvxvx', 'joqhahhj', 'qcxvohcxvc', 'jxoaoacva', 'ojxavvh', 'qqjajhvjcc', 'xjoqovxjqc', 'jhvahj', 'ccoqxcvqoc', 'hvhjvxqcx', 'xajxcavjacv', 'xxahhoajj', 'jaccxxxach', 'qcjcqjxv', 'xoocoaxqa', 'jvxaccaxq', 'acoacooa', 'acxjhacaoo', 'jjoocaqc', 'jxcxjoccq', 'choxcaqoc', 'jjxcxjoqj', 'jccjcova', 'vjqccjxoq', 'hjcxxcxcqx', 'xcvcvcqqo', 'oxccjc', 'oxacvjx', 'oocxjoxxx', 'ccjqjho', 'hxjaax', 'xchcxoxo', 'jacqooqx', 'xjqxhqqx', 'ohoqxvo', 'qqjocjhcaq', 'oochoxccq', 'jooqojh', 'joahcccc', 'jqvaaccoj', 'vqhchjcxva', 'jcqojqohv', 'qojqvvov', 'jhjqhqov', 'qacqoxqco', 'xcjajvocq', 'jxvoaavha', 'oovxjqqc', 'qxvxacch', 'qaocacjqxa', 'hhaxchqc', 'jvovvhxqc', 'jqcqqav', 'cacooxjqjac', 'voqqqoja', 'qvjojacc', 'qvcjccoh', 'jcoqcojhoq', 'qcxcvava', 'jxhhhcx', 'avxcqcq', 'vqjoxqhx', 'xoxqachvca', 'aaqjaax', 'qcavxoqoq', ],
['jxqjoxqj', 'jjjxovc', 'jxvxcj', 'jjoojhxqq', 'ovqaqxvq', 'xvxqhhxvho', 'xaqcqccjaq', 'xhccoqqqj', 'axxvqhjc', 'jxaovavoq', 'avcqjhqqx', 'vcoxvajqa', 'xjavjxv', 'xqqcxxojx', 'jcoacoajcqq', 'xoxojqjoaa', 'ocajajjqh', 'qjvohx', 'oxjqaxoqh', 'ccvxacoxc', 'johachh', 'cvcqxcq', 'cjqhaxjo', 'ccxhxao', 'jccxvvjvj', 'xjqachx', 'qxvcjjhvv', 'jjqchca', 'chaxjqxqj', 'chqqhq', 'vqvqocjjj', 'avjjcxvox', 'jxqxaxv', 'joqxaxox', 'vqvhvjj', 'qcaxaqcxc', 'qoqxhcoc', 'hcovxxa', 'jxoqacxjh', 'hxaqqjqoc', 'aovojxaq', 'jcjqjxqah', 'xcjaxjvv', 'accxhqohhx', 'axcxqaco', 'ojoqhohqjh', 'achvhxxvac', 'hqcqxajavo', 'qqvqvcvvq', 'jaqoqxxx', 'qqcojvoxo', 'hxqajoqjj', 'xvhjcxccj', 'avqxqhxqj', 'vjjjjccx', 'jjjaacxco', 'hqqchva', 'qqcvojqc', 'oxaqccxq', 'vooqqoh', 'qcqjjqjh', 'hjvcxjcj', 'hvcxxqx', 'hvcacocaxq', 'jacchjjc', 'vcohoaxjxh', 'jqajaqxcc', 'qxqhcqqx', 'cjahoqqv', 'acvocxoxhoj', 'ovcvqjj', 'aqovqcaco', 'ccxcvvcaj', 'xxcaqcxqq', 'coqxxqcq', 'qchovj', 'vcxojhaca', 'cxhqqqhoca', 'oxxxxjqcjcj', 'haavjcoaj', 'hcoaqcqc', 'xhvhvojqq', 'xjhhhxjqcj', 'qqjjhcq', 'qohvjqov', 'jhqvoxj', 'hvhahqjq', 'axqjxvqj', 'jcjxcac', 'jxhaoxqch', 'hjqqxjxa', 'cjjaqjq', 'vcxoqqjh', 'hajhvjohxx', 'ocooxxcxq', 'hojacvj', 'cvqajjcqo', 'aqccxxqq', 'qhaaqaqx', 'jjjacxvc', ],
['hqjchjoqqa', 'chjchxxvq', 'acvqhxvjj', 'hovaqh', 'chaxxojh', 'jcjxxox', 'ajcjqhx', 'hajvv', 'hovaqhx', 'jqccvxc', 'jjjjaj', 'xojccvav', 'aqjvovh', 'cjjovcjxxh', 'vqojqqcq', 'aavvhhhj', 'aocchaajjo', 'ahjqjvj', 'vjcvojvhxc', 'jqcjxvxjxj', 'xvoaxqjh', 'hqohqjcqch', 'ajjxhjacc', 'jjvvojoo', 'cooqqcjojc', 'cjxxochjjj', 'jcjhovqqxxc', 'ocaacjjcxv', 'hxcqvvqxvq', 'xvccjcojj', 'cccjqjch', 'ohxvojvc', 'ajcxhjx', 'hcxxqac', 'axxqjjqho', 'xhccaqch', 'jcqhxv', 'cxqahxjccq', 'qjccjxqx', 'qcaoqjvv', 'cxocvqco', 'cqavvhjhca', 'hhocaa', 'vvjqqjco', 'qhaovxqo', 'qvovcqx', 'xcqaxqxcq', 'vxcxoqq', 'xjqcoxvj', 'jcxjjjcoah', 'qjxhxvxq', 'ojhvajq', 'jocqhxcja', 'hhxjjqjojv', 'qqvjxhoj', 'hqjqhxcqj', 'qcxhaxqo', 'hoxoqqaqq', 'xhjvjqajx', 'hcvhxvxvq', 'hxoaqxjhjx', 'cvqoqjoc', 'vvqocca', 'ccovocooxx', 'jxqaajjj', 'qaojoqxx', 'vvqjxxj', 'hhvoqxcho', 'aaqjjja', 'axxvaxqv', 'xxjvqhax', 'cjaohahc', 'qjvxxhhjx', 'ochjqcoxa', 'xvxccxajq', 'jhoqxhaah', 'hjjaxxxj', 'vhjhhxcc', 'acvjxaq', 'cqoqvcvj', 'vocxxqhvaa', 'aacxjhcccc', 'xoahxoxqx', 'xjvjocoxc', 'cccvqqxjxv', 'jqvqcjvv', 'avajoooa', 'qcxxchaaaxa', 'acqjxcaa', 'vqoojcqao', 'voojjjxxh', 'vjxjaaaacx', 'qjoaxhj', 'hqhhxjooao', 'hvhqvoa', 'ccqxjoaq', 'jojjqjjxj', 'ojqhvq', 'xjjhhoqqjc', 'voxaaxcqvh', ],
['ooooha', 'aovh', 'ohhv', 'va', 'vho', 'avah', 'xoh', 'hovvo', 'ovhhv', 'ooooh', 'hho', 'vhh', 'ahha', 'hvav', 'ao', 'vhav', 'vaha', 'vava', 'hvo', 'haoha', 'hcvv', 'ohvh', 'voov', 'h', 'hhaoa', 'ahh', 'vo', 'h', 'vvah', 'aboo', 'vhv', 'vvo', 'oohvo', 'va', 'hvah', 'aaahv', 'avao', 'avoh', 'vhv', 'vavvvhv', 'voh', 'ooa', 'oah', 'aoo', 'vvvo', 'vavh', 'haov', 'hvvav', 'vooao', 'ah', 'oo', 'hvva', 'aaa', 'vvv', 'vhao', 'vhvhv', 'ahvaa', 'vvo', 'ovawv', 'vvvh', 'ava', 'ah', 'a', 'oh', 'ah', 'oa', 'ohvo', 'vhov', 'ovhaa', 'po', 'hvoo', 'ovo', 'oha', 'hwao', 'ooho', 'oaho', 'ha', 'aaaa', 'hovah', 'aaoo', 'oooh', 'vhvoa', 'ohv', 'vvooo', 'o', 'aho', 'ha', 'hava', 'xvv', 'ao', 'ah', 'aoo', 'ohho', 'vva', 'oh', 'ao', 'vavhah', 'vah', 'avv', 'haohv', ],
['vvv', 'oha', 'voh', 'aava', 'va', 'hhoa', 'hva', 'vhvv', 'hahao', 'ao', 'oahaa', 'haha', 'hvvav', 'ha', 'ah', 'aavaa', 'hhh', 'vhaa', 'ahvv', 'jaah', 'vohv', 'ha', 'hoha', 'vh', 'hohoa', 'hhav', 'ojh', 'vha', 'ovv', 'ohh', 'vha', 'ooo', 'aa', 'vah', 'cvh', 'ooo', 'hhv', 'vvh', 'aaha', 'ooo', 'aho', 'hv', 'vho', 'va', 'aoov', 'ooh', 'vov', 'aaxo', 'aovo', 'vhvov', 'haav', 'vvv', 'ohaav', 'ohvv', 'vav', 'hooo', 'ooooh', 'aaaca', 'oohvhhao', 'oha', 'hovhh', 'ohhoa', 'bvaho', 'voj', 'vvhvv', 'aoa', 'voha', 'hov', 'vqav', 'voh', 'o', 'vvc', 'aa', 'ohao', 'vo', 'vw', 'vva', 'ahii', 'vvoa', 'oo', 'hv', 'aovoov', 'ov', 'avhh', 'ov', 'hoo', 'aaa', 'oahh', 'aqh', 'o', 'voaho', 'vhhva', 'h', 'hava', 'voahv', 'ov', 'vhwv', 'hvva', 'havoao', 'ovhha', ],
['ahao', 'vhao', 'voh', 'aooh', 'vvhh', 'avaha', 'aaoao', 'ovvh', 'hv', 'oo', 'ooaoh', 'ooj', 'ahhah', 'av', 'hoh', 'hhav', 'oha', 'voh', 'ho', 'qo', 'aaov', 'oav', 'aahh', 'aoh', 'vh', 'jhhh', 'vaah', 'hohaoa', 'hhao', 'aqh', 'vooao', 'aoa', 'ovo', 'hohh', 'hoavh', 'oho', 'hwho', 'hoav', 'ovv', 'hva', 'vhho', 'hv', 'ohov', 'aaqh', 'ooh', 'ovh', 'hoaca', 'ihvv', 'vah', 'aavo', 'vooh', 'aoavh', 'hvoa', 'hopv', 'ahh', 'ovhh', 'vho', 'hhaoh', 'vvoah', 'haaa', 'aw', 'hha', 'vhv', 'aahahv', 'oahh', 'hvhhh', 'ho', 'ooovh', 'hhha', 'a', 'vhh', 'haao', 'hvha', 'hoa', 'ahoxo', 'oo', 'vah', 'haao', 'vhivao', 'vvao', 'p', 'oa', 'ovhov', 'hvovoh', 'hv', 'oah', 'oaaaq', 'aoov', 'oavovo', 'xah', 'vaha', 'aho', 'voo', 'ooho', 'ahvv', 'hov', 'vjv', 'aoovha', 'vov', ],
['oo', 'ov', 'ohva', 'oaaah', 'a', 'haaovo', 'vpa', 'vvohh', 'vvv', 'a', 'voaah', 'oo', 'av', 'vhhv', 'ahvv', 'oo', 'avoh', 'ahh', 'vh', 'haao', 'oh', 'ahao', 'voh', 'ava', 'oaao', 'vh', 'a', 'xaooo', 'ohoh', 'aah', 'h', 'ohav', 'vava', 'ov', 'vovo', 'hvo', 'ova', 'oahah', 'vvova', 'vvvv', 'ohva', 'avhvh', 'aavho', 'ah', 'aohaa', 'oh', 'aoh', 'vhv', 'vav', 'aaa', 'hava', 'vhhha', 'oo', 'vvav', 'oa', 'ho', 'vvw', 'voh', 'aoaav', 'aha', 'hv', 'vva', 'vvovh', 'h', 'ahovv', 'hva', 'ajh', 'vvho', 'v', 'xoav', 'voahv', 'vvoh', 'avap', 'hhoh', 'vhvav', 'h', 'vvvvv', 'ovxa', 'vaoov', 'vv', 'ao', 'ahova', 'ovh', 'aov', 'hhvvh', 'vha', 'oohva', 'voa', 'hc', 'ovvoa', 'aha', 'ovav', 'av', 'vhvva', 'av', 'hjvv', 'voao', 'aooh', 'v', ],
['oo', 'oh', 'ao', 'vv', 'aaha', 'aa', 'haho', 'ohvvo', 'haao', 'voh', 'hah', 'hho', 'hov', 'ohhav', 'ohva', 'oha', 'vooa', 'vahov', 'hhoo', 'o', 'ixoh', 'hv', 'oaohv', 'ah', 'caao', 'ovhvah', 'xav', 'vaaoa', 'ho', 'ha', 'vohoh', 'oa', 'ooova', 'aahoaa', 'vvvh', 'ohvov', 'vova', 'voc', 'hoah', 'avho', 'vaa', 'ooo', 'axo', 'ahv', 'ovh', 'hooa', 'haha', 'vhho', 'ao', 'hh', 'ah', 'hohvoh', 'ao', 'ahaavo', 'vhv', 'ohh', 'vv', 'ohova', 'ahho', 'oaa', 'ovoovh', 'cah', 'cvoo', 'vaaw', 'aah', 'ahvh', 'vhh', 'owoh', 'hhva', 'hhv', 'oh', 'ao', 'oaoha', 'vha', 'vho', 'vv', 'va', 'vao', 'avav', 'vvah', 'oa', 'h', 'avvvh', 'hovov', 'ho', 'ha', 'aoah', 'hoco', 'oaaao', 'aa', 'avvov', 'aop', 'hva', 'wvhh', 'aa', 'vo', 'hhvv', 'hav', 'ovvo', ],
['va', 'o', 'avoo', 'oaoah', 'oa', 'oavv', 'oavo', 'ov', 'haoh', 'ovh', 'ohv', 'ahovaa', 'vhh', 'havvo', 'vho', 'vaho', 'vavv', 'oha', 'ao', 'ovahvo', 'vaxvh', 'hhhhv', 'hovh', 'avahh', 'aoa', 'aohoa', 'a', 'aoa', 'hh', 'ahvo', 'vaaiao', 'ovh', 'vah', 'vo', 'haoah', 'vh', 'oao', 'ohoaa', 'avi', 'aaavv', 'ho', 'voo', 'ava', 'jvh', 'ajv', 'ooah', 'avh', 'hhvvj', 'aaaa', 'av', 'vohp', 'aaoa', 'hah', 'ohhha', 'haava', 'oooh', 'ava', 'haav', 'hhhv', 'vo', 'ohvv', 'oav', 'ovoh', 'vaa', 'vvhh', 'vooh', 'hov', 'havv', 'avov', 'ovvh', 'aah', 'hoho', 'hoa', 'aohhhohv', 'haa', 'oah', 'hvhhoo', 'h', 'haah', 'hvhv', 'aav', 'ooo', 'vaa', 'oah', 'vhho', 'ao', 'aaava', 'ja', 'vo', 'ooho', 'voha', 'hah', 'ah', 'ovvwv', 'hoavhohh', 'ah', 'ao', 'vvhaa', 'vh', 'o', ],
['aaov', 'ahvv', 'hha', 'voho', 'ohah', 'aohvi', 'vvaa', 'aaoo', 'aooov', 'haoc', 'vhaa', 'vo', 'vhvvo', 'vhav', 'havao', 'ovoah', 'voh', 'vhv', 'hohoo', 'oh', 'ao', 'avvo', 'hv', 'hwvoah', 'hhhhv', 'havvv', 'avaa', 'ooa', 'hva', 'vovohh', 'vov', 'oaho', 'aao', 'aoah', 'avva', 'ovovv', 'hhvoh', 'voha', 'ovha', 'oovxvh', 'hqav', 'oaaoa', 'hao', 'ha', 'ohvov', 'ovv', 'aaoa', 'hah', 'hava', 'hovhh', 'aao', 'hov', 'hh', 'h', 'voh', 'oovoh', 'qoaoo', 'ooo', 'paa', 'v', 'aahv', 'oha', 'vaoav', 'h', 'hohv', 'ahooh', 'hoahv', 'hv', 'hoov', 'hvhao', 'av', 'ohhho', 'aoav', 'ooo', 'vvao', 'ovooa', 'a', 'acaoh', 'hovh', 'oav', 'hoao', 'avo', 'a', 'voa', 'hoo', 'oohv', 'avo', 'aavo', 'ooa', 'vohh', 'ha', 'ovhva', 'vvao', 'vahoav', 'hvav', 'hohh', 'vovao', 'aoa', 'ovvhq', 'vooh', ],
['ovhvh', 'oaov', 'oo', 'vao', 'acvho', 'aoh', 'hoahva', 'ovav', 'oh', 'aoov', 'vh', 'hvvha', 'av', 'v', 'ah', 'hhv', 'hova', 'havh', 'hvah', 'oh', 'vav', 'hhha', 'aho', 'aa', 'vvo', 'hv', 'haooh', 'haoaho', 'ovhvv', 'hoh', 'vaa', 'hoa', 'hqv', 'avo', 'vh', 'vo', 'ovvo', 'vih', 'vvv', 'avao', 'aaav', 'vvoa', 'vaa', 'vhhv', 'vvh', 'hoo', 'ovho', 'ovhv', 'vaoa', 'vh', 'v', 'hvvov', 'hvov', 'ohh', 'voavo', 'vooa', 'vvp', 'ooa', 'haa', 'avv', 'ajo', 'ahho', 'avoav', 'aov', 'haa', 'vvho', 'ao', 'aoo', 'vv', 'vovo', 'aohvh', 'vh', 'aoh', 'aovo', 'h', 'avoho', 'jhaa', 'aaooava', 'voh', 'vhoaoh', 'o', 'haov', 'vha', 'hvhaaa', 'hh', 'hha', 'voaao', 'ohh', 'v', 'oahvh', 'ooh', 'ov', 'ahaa', 'vovoa', 'haco', 'ao', 'oahvh', 'hwh', 'vooaa', 'coo', ],
['aa', 'va', 'hoov', 'vovvh', 'vvooa', 'aaa', 'ohoo', 'vv', 'v', 'hvh', 'vaa', 'ho', 'ooo', 'oaoho', 'avh', 'vaoo', 'haov', 'oohohoa', 'hoa', 'vvh', 'hho', 'ovha', 'oao', 'hha', 'aaoo', 'ovo', 'vh', 'vaohaa', 'hha', 'ao', 'o', 'vvvoh', 'hoo', 'aho', 'vxao', 'jxovh', 'vh', 'ov', 'h', 'ovh', 'vvhv', 'vaoh', 'aho', 'o', 'ahvh', 'vavvh', 'avv', 'h', 'ovo', 'voh', 'hoav', 'ohva', 'voaa', 'hhaa', 'aov', 'ha', 'oo', 'aoovo', 'voa', 'ha', 'ho', 'avo', 'o', 'vh', 'hv', 'vv', 'aoh', 'vovo', 'ovv', 'vaoho', 'ohao', 'va', 'oooah', 'vaaao', 'ovoaa', 'vohv', 'vh', 'vovo', 'vaah', 'h', 'hhv', 'ovvqo', 'ah', 'ooaa', 'ovh', 'ovoo', 'ava', 'oh', 'vh', 'oava', 'oh', 'oaha', 'ovvv', 'ah', 'hvv', 'oho', 'avwo', 'ovoo', 'hhava', 'i', ],
['hhaov', 'ooao', 'hoho', 'hhhv', 'vho', 'aa', 'hboho', 'hvoa', 'aha', 'voa', 'hah', 'avo', 'ohbh', 'ohohva', 'voo', 'oha', 'ooo', 'va', 'a', 'va', 'ahvvh', 'hoo', 'vah', 'oo', 'vah', 'hhoa', 'vvvh', 'hhoh', 'hv', 'ohaa', 'aa', 'hvo', 'hha', 'avvh', 'ahvav', 'vavv', 'aaa', 'vo', 'hoovvv', 'hao', 'avv', 'hvva', 'hvaa', 'ahv', 'vaavv', 'ovov', 'vwaah', 'vhh', 'oha', 'vvoa', 'hhach', 'hvo', 'hhva', 'aaa', 'hoah', 'oo', 'a', 'hvo', 'hho', 'ova', 'hhvo', 'ahao', 'aa', 'vacv', 'vho', 'ava', 'v', 'hhhah', 'hohvoo', 'qvh', 'ooh', 'hhv', 'aovao', 'ovooo', 'voov', 'vao', 'av', 'vo', 'ho', 'ooa', 'aovh', 'avaov', 'voo', 'aov', 'hovovh', 'phhb', 'hhha', 'ooaa', 'hh', 'ahhvva', 'aah', 'ohvoh', 'voq', 'oah', 'aah', 'oohv', 'avo', 'ooa', 'aovhh', 'hah', ],
['ha', 'o', 'oah', 'hvhhv', 'oh', 'vhhh', 'ah', 'ohvhh', 'vhh', 'aoo', 'hvavao', 'a', 'aho', 'ova', 'av', 'hvhv', 'voaoo', 'caov', 'xoo', 'ahah', 'vaa', 'hvo', 'hah', 'p', 'v', 'vvho', 'ah', 'hvoh', 'ava', 'hoh', 'vvov', 'vjvahav', 'aavv', 'ooa', 'aaoo', 'haaov', 'hhaah', 'ahva', 'ov', 'ah', 'ooav', 'hh', 'haaa', 'co', 'ohhoho', 'abva', 'oo', 'hoa', 'avv', 'hoo', 'ahaah', 'aha', 'ov', 'vvh', 'hv', 'hovva', 'vhhha', 'hhhv', 'vhav', 'vhh', 'wooo', 'hoh', 'voah', 'oahha', 'ao', 'hhh', 'haa', 'ova', 'ov', 'ohhv', 'ha', 'ho', 'voaa', 'va', 'aooa', 'qaoh', 'vvva', 'ao', 'ahaaa', 'vvv', 'hhao', 'vv', 'vovav', 'hoovo', 'a', 'ahvo', 'ovaa', 'ao', 'oooo', 'avo', 'vva', 'hvah', 'hvoao', 'vhaaj', 'ahoaa', 'vhoa', 'opvovo', 'ohaoh', 'aoo', 'pho', ],
